stock_code,trigger_date,trigger_rsi,foreign_net_buy,vol_ma20,has_golden_cross,gc_date,max_return_20d
026960,2025-10-02,22.950819672131146,6996275.0,65082.25,True,2025-10-22,4.220183486238533
204320,2025-10-01,24.444444444444443,45200600.0,155496.75,True,2025-10-20,18.7779433681073
020560,2025-10-01,27.77777777777777,390644240.0,85204.45,False,,0.8676789587852495
018880,2025-10-01,16.216216216216225,525286109.0,780883.3,True,2025-10-17,62.19312602291326
001440,2025-10-01,24.369747899159663,2435123485.0,965627.55,True,2025-10-13,84.83870967741936
259960,2025-10-01,21.111111111111114,9015165750.0,98604.6,False,,1.675041876046901
022100,2025-10-01,21.42857142857143,1040481100.0,209800.5,True,2025-10-17,57.692307692307686
051600,2025-10-01,29.192546583850927,845467050.0,154529.35,True,2025-10-16,12.643678160919542
028050,2025-10-01,28.048780487804876,4853413350.0,700001.85,True,2025-10-16,13.099630996309964
004020,2025-10-01,26.946107784431135,2288755225.0,483904.35,True,2025-10-28,6.787330316742081
307950,2025-10-01,21.13564668769716,548138800.0,57908.9,True,2025-10-23,56.88859591298616
086280,2025-10-01,17.37891737891738,12272314400.0,250965.15,True,2025-10-24,19.059254734270006
011210,2025-10-01,12.878787878787875,188245100.0,79642.4,True,2025-10-17,25.518672199170123
489790,2025-10-01,26.31578947368422,5808043250.0,503792.35,False,,10.325047801147228
010120,2025-10-01,27.11864406779661,1134567500.0,138729.2,True,2025-10-15,76.47058823529412
010060,2025-10-01,29.01960784313725,400756550.0,123215.5,True,2025-10-17,55.42452830188679
005830,2025-10-01,28.502415458937193,1779035750.0,173698.5,False,,1.3929618768328444
047040,2025-09-30,22.66666666666667,20291218.0,1002767.7,True,2025-10-16,11.731843575418994
022100,2025-09-30,29.16666666666667,125741325.0,204121.3,True,2025-10-17,56.19047619047619
000720,2025-09-30,29.00763358778626,10484550000.0,801761.85,True,2025-10-15,40.44117647058824
051600,2025-09-30,27.38853503184714,734758200.0,154775.85,True,2025-10-16,13.11647429171039
028050,2025-09-30,27.160493827160494,3684148025.0,689877.5,True,2025-10-16,14.365671641791044
052690,2025-09-30,24.117647058823522,1547498600.0,237463.2,True,2025-10-14,40.692124105011935
000150,2025-09-30,22.16216216216216,9332579500.0,128905.75,True,2025-10-15,89.46395563770795
086280,2025-09-30,17.78425655976676,52790750.0,249300.6,True,2025-10-24,17.835550181378476
011210,2025-09-30,22.91666666666667,362845375.0,94065.25,True,2025-10-17,25.0
383220,2025-09-30,21.276595744680847,204952050.0,51507.9,True,2025-10-24,7.814992025518341
175330,2025-09-30,22.64150943396227,38457100.0,422878.4,False,,4.139433551198257
051600,2025-09-29,27.38853503184714,1264801375.0,156848.3,True,2025-10-16,13.11647429171039
307950,2025-09-29,22.935779816513758,807356650.0,60176.5,True,2025-10-23,55.86116568434839
